,index,Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N),date_ymd,temp_mean,temp_min,temp_max,rh_mean,rh_min,rh_max,ppt_sum_mm,ppt_hours_gt0,wind_mean,wind_min,wind_max
192,192,TX-SA-5,43270,34,TX,31.5360092,-100.5392636,587.82,0.040714995,1.091175501,7.307601072,3.769362697,0.033587549,0.779021217,72.58206383,4.506399478,0.044503503,9.170870358,0.715414796,0,0,N,2018-06-19,28.07916666666667,23.1,34.2,58.416666666666664,30.0,85.0,0.0,0.0,15.700000000000001,9.4,27.6
193,193,TX-BB-1,43271,34,TX,29.2545745,-103.1757077,1085.19,0.095435685,0.0,0.283546535,0.122989097,0.023716328,4.349952253,95.03384299,0.151952399,0.0,0.0,0.034000399,0,0,Y,2018-06-20,29.291666666666668,22.5,34.8,44.041666666666664,26.0,71.0,0.0,0.0,11.370833333333332,2.7,20.3
194,194,TX-BB-2,43271,34,TX,29.253395,-103.1714889,1052.56,0.089567966,0.0,0.498885535,0.133693768,0.037148818,3.704807519,95.43972027,0.151743476,0.0,0.0,0.034000613,0,0,Y,2018-06-20,29.291666666666668,22.5,34.8,44.041666666666664,26.0,71.0,0.0,0.0,11.370833333333332,2.7,20.3
195,195,TX-BB-3,43271,34,TX,29.2532854,-103.1686783,1038.03,0.102189781,0.0,0.495939925,0.212185892,0.047642134,3.33557902,95.72710921,0.147543702,0.0,0.0,0.034000113,0,0,Y,2018-06-20,29.291666666666668,22.5,34.8,44.041666666666664,26.0,71.0,0.0,0.0,11.370833333333332,2.7,20.3
196,196,TX-BB-4,43271,34,TX,29.2530014,-103.1655717,1029.0,0.068617558,0.0,0.596166809,0.148464225,0.050188048,2.923716267,96.09730181,0.150144159,0.0,0.0,0.034018677,0,0,N,2018-06-20,29.291666666666668,22.5,34.8,44.041666666666664,26.0,71.0,0.0,0.0,11.370833333333332,2.7,20.3
197,197,TX-BB-5,43271,34,TX,29.2531102,-103.1609294,1001.14,0.07839196,0.0,0.598371171,0.172372888,0.05689775,2.448702794,96.53049698,0.159145736,0.0,0.0,0.034012677,0,0,N,2018-06-20,29.291666666666668,22.5,34.8,44.041666666666664,26.0,71.0,0.0,0.0,11.370833333333332,2.7,20.3
198,198,NM-CC1-1,43272,34,NM,32.1723151,-104.386422,1113.97,0.015564202,0.003358776,1.489197336,0.34868294,0.013225181,0.0,56.95182675,40.72515975,0.0,0.0,0.468549261,0,0,Y,2018-06-21,29.21666666666667,22.5,34.5,39.875,20.0,67.0,0.0,0.0,13.745833333333332,4.0,21.9
199,199,NM-CC1-3,43272,34,NM,32.1716661,-104.3900654,1109.6,0.011940299,0.003358036,1.325164911,0.2573095,0.014271653,0.0,57.48873484,40.43641874,0.0,0.0,0.474742323,0,0,N,2018-06-21,29.21666666666667,22.5,34.5,39.875,20.0,67.0,0.0,0.0,13.745833333333332,4.0,21.9
200,200,NM-CC1-4,43272,34,NM,32.1755841,-104.3707898,1111.22,0.017017017,0.002307134,2.34908197,0.610971052,0.012794107,0.0,54.36551715,42.17587912,0.0,0.001258437,0.482191022,0,0,N,2018-06-21,29.21666666666667,22.5,34.5,39.875,20.0,67.0,0.0,0.0,13.745833333333332,4.0,21.9
201,201,NM-CC1-5,43272,34,NM,32.1857924,-104.3513873,1086.91,0.013157895,0.009654454,2.05052218,0.477055979,0.035889385,0.0,54.66897814,41.98113604,0.0,0.217435105,0.559328722,0,0,Y,2018-06-21,29.21666666666667,22.5,34.5,39.875,20.0,67.0,0.0,0.0,13.745833333333332,4.0,21.9
202,202,NM-CC2-1,43272,34,NM,32.3907088,-104.343516,1114.32,0.022357724,0.00188882,2.385789359,1.666358859,0.030850724,0.0,85.4846292,10.01137489,0.0,0.378813317,0.040294824,0,0,Y,2018-06-21,29.833333333333332,22.7,35.3,39.583333333333336,20.0,69.0,0.0,0.0,16.587500000000002,6.4,23.9
203,203,NM-CC2-2,43272,34,NM,32.4483048,-104.2660408,960.66,0.00748363,0.824603758,7.340610895,9.492390049,0.072635667,0.0,70.56408103,8.467933242,0.0,2.897449354,0.340296001,0,0,N,2018-06-21,30.266666666666666,23.0,36.0,39.25,19.0,67.0,0.0,0.0,14.829166666666667,5.3,22.0
204,204,NM-CC2-3,43272,34,NM,32.4590403,-104.2704725,957.6,0.015564202,1.113908118,6.311726453,7.516886931,0.06586952,0.0,72.26368785,9.38053283,0.0,2.778057478,0.569330816,0,0,N,2018-06-21,30.266666666666666,23.0,36.0,39.25,19.0,67.0,0.0,0.0,14.829166666666667,5.3,22.0
205,205,NM-CC2-4,43272,34,NM,32.4716799,-104.2815527,975.23,0.009578544,1.346742696,5.216135728,5.760121557,0.160761244,0.0,75.42661543,10.54958939,0.0,1.226486569,0.313547388,0,0,N,2018-06-21,18.391666666666666,12.8,24.9,68.33333333333333,46.0,90.0,0.0,0.0,9.5,3.4,15.6
206,206,NM-CC2-5,43272,34,NM,32.4761619,-104.2956503,1009.71,0.02526725,1.08822264,3.925367026,4.653017535,0.239891702,0.0,77.04868144,11.77421217,0.0,1.004900675,0.26570682,0,0,N,2018-06-21,29.983333333333334,22.7,35.5,39.333333333333336,20.0,69.0,0.0,0.0,17.329166666666666,7.4,24.8
207,207,IL-PM-1,43275,27,IL,38.97322,-90.5425,144.05,0.273736128,13.66129046,3.980967885,1.957546972,0.871675883,33.75703844,0.032517392,0.062727097,4.699077765,24.36496681,16.61219129,8,3,Y,2018-06-24,23.675,18.8,29.1,84.625,57.0,100.0,0.8999999999999999,3.0,6.633333333333333,3.6,9.4
208,208,IL-PM-2,43275,27,IL,38.9761,-90.5399,184.15,0.377181208,12.93012987,3.736536799,1.480847206,0.872222362,36.98067511,0.033369431,0.063590803,4.5227122,23.43793286,15.94198336,8,4,Y,2018-06-24,23.675,18.8,29.1,84.625,57.0,100.0,0.8999999999999999,3.0,6.633333333333333,3.6,9.4
209,209,IL-PM-3,43275,27,IL,38.974,-90.5396,169.59,0.371465296,13.10575692,4.008017294,1.645224253,0.872457867,35.30610532,0.045123512,0.063172917,4.820240519,24.03844943,16.09545197,6,2,Y,2018-06-24,23.675,18.8,29.1,84.625,57.0,100.0,0.8999999999999999,3.0,6.633333333333333,3.6,9.4
210,210,IL-PM-4,43275,27,IL,38.98401,-90.52042,239.73,0.377005348,12.23254623,2.850251079,1.278277883,0.825034009,43.40518617,0.025821675,0.122600474,3.945887846,20.34580051,14.96859413,6,1,Y,2018-06-24,23.675,18.8,29.1,84.625,57.0,100.0,0.8999999999999999,3.0,6.633333333333333,3.6,9.4
211,211,IL-PM-5,43275,27,IL,38.98506,-90.52543,212.14,0.434301521,12.13579498,2.842283985,1.189339389,0.818497197,42.79753947,0.023715432,0.125083161,4.518314399,20.40618448,15.1432475,0,0,Y,2018-06-24,23.675,18.8,29.1,84.625,57.0,100.0,0.8999999999999999,3.0,6.633333333333333,3.6,9.4
212,212,SC-AJ-1,43275,38,SC,34.838602,-80.805216,164.93,0.256936068,1.752111471,5.271438821,2.028606073,0.147477773,70.64059478,2.606559509,3.570094948,10.25694278,1.994830936,1.731342908,8,1,Y,2018-06-24,28.691666666666666,23.4,34.9,66.54166666666667,37.0,89.0,0.0,0.0,13.316666666666668,8.7,17.1
213,213,SC-AJ-2,43275,38,SC,34.83714,-80.80314,154.63,0.134361233,1.63945781,5.091953203,1.962899685,0.14020712,70.9030346,2.60642518,3.544637497,10.34405316,1.99921081,1.768120931,2,1,Y,2018-06-24,28.691666666666666,23.4,34.9,66.54166666666667,37.0,89.0,0.0,0.0,13.316666666666668,8.7,17.1
214,214,SC-AJ-3,43275,38,SC,34.839798,-80.802502,172.08,0.23557126,1.735896107,5.236654905,1.95776336,0.149030984,70.78698855,2.565641851,3.562260317,10.39585568,1.916622412,1.693285839,6,1,Y,2018-06-24,28.691666666666666,23.4,34.9,66.54166666666667,37.0,89.0,0.0,0.0,13.316666666666668,8.7,17.1
215,215,SC-AJ-4,43275,38,SC,34.847048,-80.807016,158.8,0.300257732,2.312717532,5.579743307,2.435312344,0.159751116,69.70480681,2.596322995,4.07354849,9.754684423,1.791059815,1.592053169,8,1,Y,2018-06-24,28.691666666666666,23.4,34.9,66.54166666666667,37.0,89.0,0.0,0.0,13.316666666666668,8.7,17.1
216,216,SC-AJ-5,43275,38,SC,34.846003,-80.804384,160.54,0.200902935,2.041621544,5.586756323,2.279614845,0.158242459,70.13813685,2.592531963,3.726253138,10.05385281,1.847071465,1.575918604,8,1,Y,2018-06-24,28.691666666666666,23.4,34.9,66.54166666666667,37.0,89.0,0.0,0.0,13.316666666666668,8.7,17.1
217,217,AL-CSP-1,43275,37,AL,33.4943854,-85.8082498,702.26,1.673417722,0.292637665,3.231190053,0.355405715,0.030229429,88.23865294,1.725176706,2.012986059,3.724517536,0.023301851,0.365902044,0,0,N,2018-06-24,23.283333333333335,19.1,28.2,80.79166666666667,60.0,98.0,3.1,5.0,9.954166666666667,3.1,18.7
218,218,AL-CSP-2,43275,37,AL,33.483263,-85.812905,665.51,1.113131313,0.223743228,3.733951251,0.224163009,0.02287806,88.65269216,1.775253495,2.063852875,2.96869064,0.02287806,0.311897221,0,0,N,2018-06-24,23.52916666666667,19.3,28.4,80.79166666666667,60.0,98.0,3.1,5.0,9.954166666666667,3.1,18.7
219,219,AL-CSP-3,43275,37,AL,33.44136,-85.839517,355.09,0.632587859,0.237190655,2.520518041,0.043869776,0.013433807,91.51739048,1.74240675,1.876115111,1.589387292,0.0,0.459688084,4,1,Y,2018-06-24,25.6125,21.5,30.4,81.875,62.0,98.0,3.0999999999999996,5.0,10.104166666666666,3.0,16.4
220,220,AL-CSP-4,43275,37,AL,33.443868,-85.841426,348.56,0.994197292,0.241044737,2.736875229,0.057481513,0.014265485,91.57853884,1.668851943,1.845911785,1.443750983,0.0,0.413279488,8,2,Y,2018-06-24,25.6125,21.5,30.4,81.875,62.0,98.0,3.0999999999999996,5.0,10.104166666666666,3.0,16.4
221,221,AL-CSP-5,43275,37,AL,33.4517,-85.85,319.69,0.329411765,0.212389083,2.374476373,0.035048396,0.015530427,92.26081044,1.668471554,1.845602371,1.299099235,0.003567801,0.285004323,8,2,Y,2018-06-24,25.6125,21.5,30.4,81.875,62.0,98.0,3.0999999999999996,5.0,10.104166666666666,3.0,16.4
222,222,DE-WC-1,43276,30,DE,39.722096,-75.745168,103.34,0.192918193,0.132893574,22.96392559,21.79076715,0.1043414,33.36048589,1.390238936,0.284262084,13.14092807,3.829560318,3.002596988,2,2,Y,2018-06-25,21.6875,16.8,26.5,68.58333333333333,41.0,95.0,0.0,0.0,13.0875,7.4,20.3
223,223,DE-WC-2,43276,30,DE,39.7226165,-75.7402,79.8,0.264524104,0.164530291,22.31274186,22.34862793,0.062328439,33.59565841,1.057275009,0.283730808,13.05140732,3.819663049,3.304036868,6,2,Y,2018-06-25,21.6875,16.8,26.5,68.58333333333333,41.0,95.0,0.0,0.0,13.0875,7.4,20.3
224,224,DE-WC-3,43276,30,DE,39.7191561,-75.743084,103.5,0.091563786,0.158387178,23.06243182,23.24515398,0.135101116,32.42217001,1.089410086,0.296005706,12.24448267,4.102123018,3.244734413,6,2,Y,2018-06-25,22.004166666666663,17.1,27.0,68.29166666666667,41.0,94.0,0.0,0.0,12.729166666666666,7.1,20.4
225,225,DE-WC-4,43276,30,DE,39.7254573,-75.743346,100.53,0.036253776,0.126384827,22.47424542,20.99877604,0.049756153,34.34035308,1.087917233,0.280272,14.07931173,3.641226647,2.921756875,0,0,Y,2018-06-25,21.6875,16.8,26.5,68.58333333333333,41.0,95.0,0.0,0.0,13.0875,7.4,20.3
226,226,DE-WC-5,43276,30,DE,39.7161215,-75.740546,98.69,0.178051512,0.181132804,22.90857726,25.22216579,0.154686995,31.70117915,0.997174916,0.285656717,11.75432263,3.146841405,3.648262342,2,1,Y,2018-06-25,22.004166666666663,17.1,27.0,68.29166666666667,41.0,94.0,0.0,0.0,12.729166666666666,7.1,20.4
227,227,CA-LP-1,43277,31,CA,34.503904,-120.220389,165.18,0.031536114,20.08413264,2.613095464,1.074464985,0.006968818,24.81194751,37.66920501,13.30474006,0.060185244,0.165562215,0.20969806,0,0,N,2018-06-26,17.870833333333334,12.7,23.8,75.29166666666667,53.0,95.0,0.0,0.0,10.583333333333334,2.6,17.1
228,228,CA-LP-2,43277,31,CA,34.502428,-120.212838,384.89,0.034550839,20.91493712,2.280562354,0.949686934,0.006144784,25.79495492,37.0070665,12.58494104,0.060388393,0.190912077,0.210405874,0,0,Y,2018-06-26,16.570833333333333,11.4,22.5,75.04166666666667,53.0,95.0,0.0,0.0,10.583333333333334,2.6,17.1
229,229,CA-LP-3,43277,31,CA,34.50486,-120.206386,531.1,0.017964072,19.68406825,2.15893732,0.96363406,0.005490792,27.24319986,36.84744045,12.61594019,0.060187532,0.215196824,0.205904714,0,0,Y,2018-06-26,15.525,10.3,21.5,74.875,53.0,95.0,0.0,0.0,10.583333333333334,2.6,17.1
230,230,CA-LP-4,43277,31,CA,34.503063,-120.201251,631.71,0.019417476,20.55801879,2.123960887,0.984589585,0.005505232,25.56206302,38.00113492,12.25210575,0.059287115,0.244347609,0.20898708,0,0,N,2018-06-26,14.870833333333335,9.7,20.8,74.70833333333333,52.0,95.0,0.0,0.0,10.583333333333334,2.6,17.1
231,231,CA-LP-5,43277,31,CA,34.502117,-120.198113,721.85,0.022330097,21.01298343,2.115141671,0.998120959,0.005944988,23.92390416,39.39552215,12.01524465,0.059449876,0.259880888,0.213807234,0,0,N,2018-06-26,14.170833333333334,9.0,20.1,74.66666666666667,52.0,95.0,0.0,0.0,10.583333333333334,2.6,17.1
232,232,CA-BS-1,43280,21,CA,35.850394,-121.33707,750.85,0.069864442,13.926415,2.123895291,0.091084047,0.00398755,49.9554024,32.07522619,1.592081984,0.0,0.000419742,0.231487797,0,0,N,2018-06-29,19.07916666666667,10.6,27.4,55.666666666666664,26.0,88.0,0.0,0.0,4.6875,1.3,11.0
233,233,CA-BS-2,43280,21,CA,35.840997,-121.339278,504.09,0.060544904,17.75072045,1.892380315,0.098648929,0.006716523,48.4452299,29.97626129,1.582160915,0.0,0.000419783,0.247461889,0,0,Y,2018-06-29,20.32083333333333,11.8,28.7,55.791666666666664,26.0,88.0,0.0,0.0,4.6875,1.3,11.0
234,234,CA-BS-3,43280,21,CA,35.835223,-121.34058,427.92,0.038815117,20.05474688,2.217587118,0.099635937,0.006980862,47.38016716,28.35837629,1.556732195,0.0,0.000423083,0.325350471,0,0,N,2018-06-29,14.7125,10.5,19.2,76.75,55.0,96.0,0.0,0.0,7.470833333333334,1.1,10.8
235,235,CA-BS-4,43280,21,CA,35.855379,-121.331376,904.86,0.066801619,11.14263275,1.952265359,0.075805937,0.005879685,50.00944949,34.42072505,2.087708099,0.0,0.000419977,0.305113646,0,0,N,2018-06-29,18.07916666666667,9.6,26.4,55.416666666666664,26.0,88.0,0.0,0.0,4.6875,1.3,11.0
236,236,CA-BS-5,43280,21,CA,35.830067,-121.343056,360.6,0.079314041,22.49777354,2.228164183,0.102513065,0.007047773,46.65433662,26.5842006,1.603902331,0.0,0.000427138,0.321634742,0,0,Y,2018-06-29,15.529166666666667,11.4,20.0,76.875,55.0,96.0,0.0,0.0,7.470833333333334,1.1,10.8
237,237,CA-NM-2,43281,21,CA,36.99101,-121.909617,65.46,0.409153953,20.86828177,13.17854196,12.63350389,0.12387229,46.50816612,1.936396828,3.841720607,0.143397922,0.467355453,0.298763167,0,0,Y,2018-06-30,16.245833333333334,12.6,20.6,79.66666666666667,58.0,98.0,0.0,0.0,6.716666666666668,0.8,14.0
238,238,CA-NM-3,43281,21,CA,36.987,-121.90829,31.4,0.211695906,22.91088602,13.28104339,13.4554598,0.133068595,43.19796997,2.045772239,4.000873131,0.157835306,0.535422692,0.281668856,3,1,Y,2018-06-30,16.345833333333335,12.7,20.7,79.66666666666667,58.0,98.0,0.0,0.0,6.716666666666668,0.8,14.0
239,239,CA-NM-4,43281,21,CA,36.997364,-121.908327,51.63,0.205305652,17.26475848,12.75723965,11.22828524,0.119226539,52.25459904,1.808968858,3.70483875,0.132450609,0.427368368,0.302264465,0,0,Y,2018-06-30,16.291666666666668,12.6,20.6,79.66666666666667,58.0,98.0,0.0,0.0,6.716666666666668,0.8,14.0
240,240,CA-NM-5,43281,21,CA,36.990505,-121.906646,49.9,0.114224138,20.68977825,13.13883325,12.01873617,0.125971556,46.76735993,2.049347257,4.235373653,0.158094302,0.530970107,0.285535526,0,0,N,2018-06-30,16.445833333333336,12.8,20.8,79.66666666666667,58.0,98.0,0.0,0.0,6.716666666666668,0.8,14.0
241,241,PA-BE-1,43282,18,PA,40.9029,-77.2826,516.22,0.31029987,0.268203415,3.54372681,0.288560012,0.03210886,86.41711297,0.095696993,0.215318234,3.679927136,4.722310831,0.737034736,6,2,Y,2018-07-01,25.9875,20.0,31.4,69.33333333333333,49.0,84.0,0.0,0.0,6.525000000000001,1.3,10.2
242,242,PA-BE-2,43282,18,PA,40.907,-77.2809,441.96,0.222610723,0.247924342,3.577374017,0.29872679,0.031699048,86.45170094,0.086070263,0.202580009,3.633004797,4.709932718,0.760987079,6,3,Y,2018-07-01,25.820833333333336,20.5,30.8,68.33333333333333,49.0,83.0,0.0,0.0,6.904166666666666,2.0,10.4
243,243,PA-BE-3,43282,18,PA,40.9089,-77.2832,461.56,0.217036173,0.233171659,3.633784076,0.287529409,0.031691198,86.49577206,0.100740231,0.209665605,3.694228214,4.544433787,0.768983762,6,3,Y,2018-07-01,25.820833333333336,20.5,30.8,68.33333333333333,49.0,83.0,0.0,0.0,6.904166666666666,2.0,10.4
244,244,PA-BE-4,43282,18,PA,40.9103,-77.2819,440.48,0.53037037,0.234473725,3.790203742,0.291360367,0.031696985,86.38520024,0.092152162,0.208654327,3.63633692,4.566465009,0.763456525,8,3,Y,2018-07-01,25.820833333333336,20.5,30.8,68.33333333333333,49.0,83.0,0.0,0.0,6.904166666666666,2.0,10.4
245,245,PA-BE-5,43282,18,PA,40.9163,-77.2842,567.58,1.568578554,0.21134594,3.668436628,0.272000336,0.032950658,86.74229227,0.096753206,0.210506433,3.753646609,4.260918841,0.751149075,6,2,Y,2018-07-01,25.820833333333336,20.5,30.8,68.33333333333333,49.0,83.0,0.0,0.0,6.904166666666666,2.0,10.4
246,246,PA-SGL-1,43282,18,PA,40.7805,-77.9518,379.92,0.231651376,0.062513111,8.034193413,7.231801972,0.133207468,59.11034193,0.3593455,0.310258024,8.641074051,15.99370673,0.123557793,8,1,Y,2018-07-01,24.65416666666667,17.5,30.3,76.70833333333333,53.0,91.0,0.0,0.0,5.233333333333333,0.5,8.6
247,247,PA-SGL-2,43282,18,PA,40.7742,-77.9605,373.28,0.171264368,0.058999775,7.375601808,6.259855167,0.13248704,60.75486118,0.308436548,0.27484237,8.053574316,16.66544188,0.115899915,8,3,Y,2018-07-01,24.65416666666667,17.5,30.3,76.70833333333333,53.0,91.0,0.0,0.0,5.233333333333333,0.5,8.6
248,248,PA-SGL-3,43282,18,PA,40.7756,-77.962,376.04,0.235224586,0.059434678,7.340287681,6.254712246,0.1257999,60.90752342,0.308934313,0.277851867,8.238318356,16.37015833,0.116979206,8,1,Y,2018-07-01,24.65416666666667,17.5,30.3,76.70833333333333,53.0,91.0,0.0,0.0,5.233333333333333,0.5,8.6
249,249,PA-SGL-4,43282,18,PA,40.7761,-77.9585,378.2,0.18045977,0.058591289,7.55953631,6.552984166,0.13272292,60.33012726,0.321307069,0.2954765,8.180729976,16.45260196,0.11592255,0,0,Y,2018-07-01,24.65416666666667,17.5,30.3,76.70833333333333,53.0,91.0,0.0,0.0,5.233333333333333,0.5,8.6
250,250,PA-SGL-5,43282,18,PA,40.746,-77.9571,344.76,0.162971175,0.081468961,6.449066152,4.588088314,0.1003664,59.00641463,0.291860453,0.255325403,7.168008735,22.01173741,0.047663542,0,0,N,2018-07-01,25.0625,17.7,31.0,77.66666666666667,54.0,91.0,0.0,0.0,5.041666666666667,0.4,9.6
251,251,MT-DNF-1,43283,3,MT,46.42243,-112.983,2197.82,0.771626298,0.899912065,0.091502253,0.002308543,0.327183514,72.81375724,19.81926206,5.848588956,0.038825497,0.0,0.15865987,0,0,N,2018-07-02,8.549999999999999,3.1,12.7,55.291666666666664,36.0,71.0,0.0,0.0,15.433333333333332,9.6,20.9
252,252,MT-DNF-2,43283,3,MT,46.42363,-112.97633,2132.95,0.513473054,0.773524269,0.154494942,0.003778409,0.315916967,72.39284537,19.30703981,6.676028724,0.150926445,0.0,0.225445065,0,0,N,2018-07-02,9.066666666666666,3.9,13.8,51.041666666666664,33.0,70.0,0.0,0.0,13.800000000000002,7.9,20.8
253,253,MT-DNF-3,43283,3,MT,46.42367,-112.96903,2057.0,1.491442543,0.676477445,0.173477296,0.005460544,0.282688184,71.56778531,18.93401772,7.787576421,0.251185043,0.015331529,0.306000508,0,0,N,2018-07-02,9.566666666666666,4.4,14.3,51.208333333333336,33.0,70.0,0.0,0.0,13.800000000000002,7.9,20.8
254,254,MT-DNF-4,43283,3,MT,46.42322,-112.96255,1973.55,0.532942899,0.89517341,0.210098144,0.008605418,0.253335124,70.20321381,18.87588048,8.8658898,0.344216739,0.018470166,0.325116908,0,0,N,2018-07-02,10.254166666666665,5.1,15.0,51.416666666666664,33.0,70.0,0.0,0.0,13.800000000000002,7.9,20.8
255,255,MT-DNF-5,43283,3,MT,46.42625,-112.95333,1958.95,0.481012658,1.584036638,0.293845408,0.011543927,0.201703884,68.12637871,18.36344899,10.49678764,0.520316262,0.047854824,0.354083717,0,0,N,2018-07-02,10.254166666666665,5.1,15.0,51.416666666666664,33.0,70.0,0.0,0.0,13.800000000000002,7.9,20.8
256,256,OK-LW-1,43287,26,OK,35.0526643,-97.2123715,349.68,0.20045045,0.402689073,4.166509202,0.500317028,0.000419905,50.14948625,1.151170066,32.76415185,10.05001071,0.773045446,0.042200471,0,0,N,2018-07-06,27.991666666666664,23.5,32.2,71.45833333333333,49.0,94.0,2.2,4.0,8.1875,3.9,16.9
257,257,OK-LW-2,43287,26,OK,35.0510646,-97.208351,366.37,0.150622877,0.402852506,4.020967644,0.487243704,0.000419857,51.46876371,1.181896619,32.04367349,9.583649101,0.768337766,0.042195599,0,0,N,2018-07-06,27.991666666666664,23.5,32.2,71.45833333333333,49.0,94.0,2.2,4.0,8.1875,3.9,16.9
258,258,OK-LW-3,43287,26,OK,35.0530106,-97.204708,357.62,0.196796339,0.40353905,3.935240591,0.478494014,0.000419916,53.24930819,1.226993865,31.12100713,8.801434432,0.633023016,0.150539802,0,0,N,2018-07-06,27.991666666666664,23.5,32.2,71.45833333333333,49.0,94.0,2.2,4.0,8.1875,3.9,16.9
259,259,OK-LW-4,43287,26,OK,35.0545566,-97.200844,353.72,0.155434783,0.36988599,3.894299095,0.470229636,0.000419848,54.5084316,1.288513172,30.52567055,8.196480415,0.520191535,0.225878164,0,0,Y,2018-07-06,27.991666666666664,23.5,32.2,71.45833333333333,49.0,94.0,2.2,4.0,8.1875,3.9,16.9
260,260,OK-LW-5,43287,26,OK,35.057276,-97.197796,339.38,0.043607532,0.451011996,3.80621385,0.448703419,0.000419741,55.60186701,1.330999572,30.06795611,7.423544127,0.501171078,0.368113095,0,0,N,2018-07-06,27.991666666666664,23.5,32.2,71.45833333333333,49.0,94.0,2.2,4.0,8.1875,3.9,16.9
261,261,UT-SL-1,43288,11,UT,40.5658988,-111.7976207,1724.77,0.006923838,0.114007609,7.151195505,34.60351387,1.398955245,35.10783482,19.15012891,0.767399283,0.863770356,0.22927497,0.613919426,0,0,Y,2018-07-07,28.366666666666664,21.7,32.7,21.5,13.0,38.0,0.0,0.0,10.079166666666666,3.1,18.8
262,262,UT-SL-3,43288,11,UT,40.564617,-111.794612,1695.76,0.58125,0.285643527,6.610727268,32.09029777,1.509440298,37.6810195,19.41326595,0.875399817,0.742337366,0.228346919,0.56352158,0,0,N,2018-07-07,28.266666666666666,21.6,32.6,21.5,13.0,38.0,0.0,0.0,10.079166666666666,3.1,18.8
263,263,UT-SL-4,43288,11,UT,40.564636,-111.792811,1732.71,0.015223597,0.121337314,6.31898698,30.99328656,1.54337704,38.72423681,19.94487339,0.896804504,0.699263999,0.222101865,0.53573153,0,0,N,2018-07-07,26.816666666666666,19.7,31.8,27.25,18.0,42.0,0.0,0.0,10.275,3.6,19.3
264,264,UT-SL-5,43288,11,UT,40.568268,-111.794544,1672.84,0.067085954,0.114405428,6.913236603,33.52456883,1.444027407,36.67586108,19.0421012,0.798109057,0.746889012,0.2235629,0.517238484,0,0,N,2018-07-07,28.416666666666668,21.8,32.7,21.5,13.0,38.0,0.0,0.0,10.079166666666666,3.1,18.8
265,265,WA-TM-1,43289,1,WA,47.443146,-121.975966,178.06,1.34562212,0.507817748,9.275703681,9.349178759,0.583602042,70.99560829,4.532152694,0.817672645,2.435173989,0.000209929,1.502880223,0,0,N,2018-07-08,18.391666666666666,10.4,24.9,68.04166666666667,40.0,95.0,0.0,0.0,6.441666666666666,1.8,9.4
266,266,WA-TM-2,43289,1,WA,47.442985,-121.97246,212.14,0.563338301,0.48813861,8.665404698,8.936336316,0.58698353,72.22730554,4.591357051,0.846792472,2.222017024,0.000209862,1.435454896,0,0,Y,2018-07-08,18.391666666666666,10.4,24.9,68.04166666666667,40.0,95.0,0.0,0.0,6.441666666666666,1.8,9.4
267,267,WA-TM-3,43289,1,WA,47.440613,-121.96911,256.36,0.490780142,0.525225299,8.20984661,8.731713154,0.618850592,72.77498231,4.674337223,0.862570245,2.158839718,0.000209922,1.443424922,0,0,N,2018-07-08,18.391666666666666,10.4,24.9,68.04166666666667,40.0,95.0,0.0,0.0,6.441666666666666,1.8,9.4
268,268,WA-TM-4,43289,1,WA,47.443216,-121.965727,284.16,0.75826087,0.453448095,7.692033169,8.031069592,0.606696757,74.17382177,4.682901228,0.885483363,2.106434344,0.00020993,1.367901753,0,0,N,2018-07-08,18.391666666666666,10.4,24.9,68.04166666666667,40.0,95.0,0.0,0.0,6.441666666666666,1.8,9.4
269,269,WA-TM-5,43289,1,WA,47.446492,-121.969066,331.38,1.648101266,0.439040156,8.059912612,8.068726993,0.558873774,73.85087745,4.66427699,0.858982485,2.158474189,0.000209866,1.340625485,0,0,N,2018-07-08,17.170833333333334,8.5,24.3,70.45833333333333,41.0,97.0,0.0,0.0,5.108333333333333,2.2,9.7
270,270,MT-GNF-1,43291,3,MT,45.74528,-111.00167,1643.24,0.13015873,0.053739176,5.534715298,5.71566518,0.764733666,34.02949357,27.42125426,8.870532669,5.472159538,11.24534243,0.892364209,0,0,Y,2018-07-10,23.104166666666668,16.1,30.5,53.916666666666664,33.0,80.0,0.5,1.0,6.933333333333334,2.6,12.4
271,271,MT-GNF-2,43291,3,MT,45.74472,-110.99694,1667.39,0.248192771,0.051013125,5.086197486,5.486954915,0.830275345,36.56654379,26.99643958,8.476156088,5.122095611,10.52906698,0.855257081,0,0,Y,2018-07-10,23.104166666666668,16.1,30.5,53.916666666666664,33.0,80.0,0.5,1.0,6.933333333333334,2.6,12.4
272,272,MT-GNF-3,43291,3,MT,45.745,-110.99528,1687.91,0.738410596,0.050581477,4.901785883,5.326166575,0.860724637,37.46933104,26.89528375,8.393376975,4.996442506,10.26489163,0.841415526,0,0,N,2018-07-10,22.120833333333334,15.1,29.5,53.833333333333336,33.0,80.0,0.5,1.0,6.933333333333334,2.6,12.4
