Sample ID ,Sampling date,Sampling grid,US state,Latitude,Longitude,Elevation (m),Moisture,Total nitrogen (%),Total carbon (%),pH,Organic matter (%),Aluminum (mg/Kg),Calcium (mg/Kg),Copper (mg/Kg),Iron (mg/Kg),Potassium (mg/Kg),Magnesium (mg/Kg),Manganese (mg/Kg),Molybdenum (mg/Kg),Sodium (mg/Kg),Phosphorus (mg/Kg),Sulfur (mg/Kg),Zinc (mg/Kg),Precipitation (mm),Max temperature (℃ ),Min temperature (℃ ),Wind speed (m/s),Open water (%),Developed open space (< 20% Impervious Cover) (%),Developed open space (> 20% Impervious Cover) (%),Barren (%),Forest (%),Shrubland (%),Grassland (%),Cropland (%),Pasture (%),Wetland (%),Number of Listeria isolates obtained,Listeria species detected,"Number of Listeria isolates selected for WGS (i.e., number of isolates with unique sigB)",If selected for soil property analysis: Yes(Y)/No(N)
TX-BB-3,43271,34,TX,29.2532854,-103.1686783,1038.03,0.102189781,0.140637,1.854496,7.943,3.007179487,20.01750514,15066.20912,0.04073992,0.524248222,314.366257,142.8444785,6.438744788,0.023885678,70.07796322,10.67117378,14.40507759,0.149179483,18.67500114,13.59419155,-1.339999795,2.743774652,0,0.495939925,0.212185892,0.047642134,3.33557902,95.72710921,0.147543702,0,0,0.034000113,0,-,0,Y
TX-BB-4,43271,34,TX,29.2530014,-103.1655717,1029,0.068617558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.67500114,13.59419155,-1.339999795,2.743774652,0,0.596166809,0.148464225,0.050188048,2.923716267,96.09730181,0.150144159,0,0,0.034018677,0,-,0,N
TX-BB-5,43271,34,TX,29.2531102,-103.1609294,1001.14,0.07839196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.67500114,13.59419155,-1.339999795,2.743774652,0,0.598371171,0.172372888,0.05689775,2.448702794,96.53049698,0.159145736,0,0,0.034012677,0,-,0,N
NM-CC1-1,43272,34,NM,32.1723151,-104.386422,1113.97,0.015564202,0.147511,4.185956,7.738,2.302127558,2.594555118,30199.69075,0.191855918,0.467985355,338.7618555,283.7655951,10.04274186,0.107467008,41.7836649,8.897337414,40.06473126,0.350940937,11.27499962,12.82773972,-5.039354801,2.948712826,0.003358776,1.489197336,0.34868294,0.013225181,0,56.95182675,40.72515975,0,0,0.468549261,0,-,0,Y
NM-CC1-3,43272,34,NM,32.1716661,-104.3900654,1109.6,0.011940299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.27499962,12.82773972,-5.039354801,2.948712826,0.003358036,1.325164911,0.2573095,0.014271653,0,57.48873484,40.43641874,0,0,0.474742323,0,-,0,N
NM-CC1-4,43272,34,NM,32.1755841,-104.3707898,1111.22,0.017017017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.29999924,13.2409687,-4.637741089,2.958919287,0.002307134,2.34908197,0.610971052,0.012794107,0,54.36551715,42.17587912,0,0.001258437,0.482191022,0,-,0,N
NM-CC1-5,43272,34,NM,32.1857924,-104.3513873,1086.91,0.013157895,0.116387,4.305192,8.111,2.000467045,3.246500124,26056.18103,0.153088775,0.359883321,242.823874,297.0574773,7.300534142,0.08773309,32.79922741,6.570654964,29.72812514,0.200679194,11.29999924,13.2409687,-4.637741089,2.958919287,0.009654454,2.05052218,0.477055979,0.035889385,0,54.66897814,41.98113604,0,0.217435105,0.559328722,0,-,0,Y
NM-CC2-1,43272,34,NM,32.3907088,-104.343516,1114.32,0.022357724,0.070962,2.819531,8.024,1.875773896,8.152782732,22073.364,0.129176434,0.474256628,493.5209311,397.7239911,9.469982028,0.079031268,37.05738172,10.1465449,31.27463972,0.190537829,10.94999981,13.16064453,-4.775483608,2.978158236,0.00188882,2.385789359,1.666358859,0.030850724,0,85.4846292,10.01137489,0,0.378813317,0.040294824,0,-,0,Y
NM-CC2-2,43272,34,NM,32.4483048,-104.2660408,960.66,0.00748363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.75,13.65741825,-4.262580395,2.997854233,0.824603758,7.340610895,9.492390049,0.072635667,0,70.56408103,8.467933242,0,2.897449354,0.340296001,0,-,0,N
NM-CC2-3,43272,34,NM,32.4590403,-104.2704725,957.6,0.015564202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.75,13.65741825,-4.262580395,2.997854233,1.113908118,6.311726453,7.516886931,0.06586952,0,72.26368785,9.38053283,0,2.778057478,0.569330816,0,-,0,N
NM-CC2-4,43272,34,NM,32.4716799,-104.2815527,975.23,0.009578544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.75,13.65741825,-4.262580395,2.997854233,1.346742696,5.216135728,5.760121557,0.160761244,0,75.42661543,10.54958939,0,1.226486569,0.313547388,0,-,0,N
NM-CC2-5,43272,34,NM,32.4761619,-104.2956503,1009.71,0.02526725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.75,13.65741825,-4.262580395,2.997854233,1.08822264,3.925367026,4.653017535,0.239891702,0,77.04868144,11.77421217,0,1.004900675,0.26570682,0,-,0,N
IL-PM-1,43275,27,IL,38.97322,-90.5425,144.05,0.273736128,0.20451,3.656299,7.765,4.778417508,3.67496389,16215.41003,0.160324526,1.062516939,305.9864122,441.0974677,28.28065919,0.051658021,41.9807829,37.07109289,15.58282418,1.847093841,65.29999542,2.371613026,-6.527096272,3.941957951,13.66129046,3.980967885,1.957546972,0.871675883,33.75703844,0.032517392,0.062727097,4.699077765,24.36496681,16.61219129,8,"monocytogenes, seeligeri",3,Y
IL-PM-2,43275,27,IL,38.9761,-90.5399,184.15,0.377181208,0.203912,5.48957,7.744,5.484285714,3.358689285,16128.79936,0.137264067,2.136801055,173.101807,358.6150085,36.41151759,0.042427835,38.34899969,40.56894427,12.75227869,2.159685359,65.29999542,2.371613026,-6.527096272,3.941957951,12.93012987,3.736536799,1.480847206,0.872222362,36.98067511,0.033369431,0.063590803,4.5227122,23.43793286,15.94198336,8,monocytogenes,4,Y
IL-PM-3,43275,27,IL,38.974,-90.5396,169.59,0.371465296,0.396933,7.841857,7.687,7.329300874,3.139096001,12492.2137,0.0687418,1.403619517,255.8436611,570.6641747,58.06255276,0.031323234,44.74346211,33.31471453,15.91084841,2.008468346,65.29999542,2.371613026,-6.527096272,3.941957951,13.10575692,4.008017294,1.645224253,0.872457867,35.30610532,0.045123512,0.063172917,4.820240519,24.03844943,16.09545197,6,monocytogenes,2,Y
IL-PM-4,43275,27,IL,38.98401,-90.52042,239.73,0.377005348,0.382713,6.430131,7.655,6.193308774,2.254393418,7378.349944,0.085483131,1.015236722,256.6073084,671.4161955,39.18021684,0.022865243,57.37133602,39.78402863,17.78432708,3.602645719,65.29999542,2.371613026,-6.527096272,3.941957951,12.23254623,2.850251079,1.278277883,0.825034009,43.40518617,0.025821675,0.122600474,3.945887846,20.34580051,14.96859413,6,monocytogenes,1,Y
IL-PM-5,43275,27,IL,38.98506,-90.52543,212.14,0.434301521,0.396031,7.082387,7.403,6.489319563,4.956242643,9436.289834,0.120920248,1.708622293,162.1406165,598.9582934,43.32011058,0.050143515,59.7216466,16.48315719,15.32457807,2.457991939,65.29999542,2.371613026,-6.527096272,3.941957951,12.13579498,2.842283985,1.189339389,0.818497197,42.79753947,0.023715432,0.125083161,4.518314399,20.40618448,15.1432475,0,-,0,Y
SC-AJ-1,43275,38,SC,34.838602,-80.805216,164.93,0.256936068,0.199489,4.346835,4.908,11.24037308,132.3991387,786.2842985,0.137468491,27.35107057,151.2556453,360.3216814,81.74269843,0.022356095,51.30326226,3.794248575,21.53746468,3.078154892,156.7999878,10.84741783,0.620000005,3.507538795,1.752111471,5.271438821,2.028606073,0.147477773,70.64059478,2.606559509,3.570094948,10.25694278,1.994830936,1.731342908,8,monocytogenes,1,Y
SC-AJ-2,43275,38,SC,34.83714,-80.80314,154.63,0.134361233,0.136313,2.276558,5.544,4.646160991,18.45790266,1090.810048,0.030159909,2.770637034,45.97139429,210.9072566,67.69376441,0.011424208,32.22552051,4.498091544,8.40231467,1.372618606,156.7999878,10.84741783,0.620000005,3.507538795,1.63945781,5.091953203,1.962899685,0.14020712,70.9030346,2.60642518,3.544637497,10.34405316,1.99921081,1.768120931,2,booriae,1,Y
SC-AJ-3,43275,38,SC,34.839798,-80.802502,172.08,0.23557126,0.334886,9.847741,4.278,15.70642612,110.3420436,935.8492225,0.051346375,22.81330324,135.4113245,180.6024313,103.5456611,0.019805848,41.82239533,4.573490897,25.76414564,1.864153905,156.7999878,10.84741783,0.620000005,3.507538795,1.735896107,5.236654905,1.95776336,0.149030984,70.78698855,2.565641851,3.562260317,10.39585568,1.916622412,1.693285839,6,monocytogenes,1,Y
SC-AJ-4,43275,38,SC,34.847048,-80.807016,158.8,0.300257732,0.377038,7.059512,5.453,19.63592179,94.11805945,1269.572652,0.177546166,47.3339064,165.0463039,369.3140707,111.8508041,0.023676468,51.06204782,6.198477328,25.28701413,2.262168911,156.7999878,10.84741783,0.620000005,3.507538795,2.312717532,5.579743307,2.435312344,0.159751116,69.70480681,2.596322995,4.07354849,9.754684423,1.791059815,1.592053169,8,monocytogenes,1,Y
SC-AJ-5,43275,38,SC,34.846003,-80.804384,160.54,0.200902935,0.206551,3.255426,6.189,7.145231054,6.210380652,2363.511693,0.023311971,1.395899343,71.52434849,561.6305723,52.96784063,0.016913484,38.54931948,15.24414972,8.619746678,2.1256401,156.7999878,10.84741783,0.620000005,3.507538795,2.041621544,5.586756323,2.279614845,0.158242459,70.13813685,2.592531963,3.726253138,10.05385281,1.847071465,1.575918604,8,monocytogenes,1,Y
AL-CSP-1,43275,37,AL,33.4943854,-85.8082498,702.26,1.673417722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175.5250092,10.0222578,-0.963548362,3.255941629,0.292637665,3.231190053,0.355405715,0.030229429,88.23865294,1.725176706,2.012986059,3.724517536,0.023301851,0.365902044,0,-,0,N
AL-CSP-2,43275,37,AL,33.483263,-85.812905,665.51,1.113131313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178.1999969,9.951935768,-1.064838767,3.255609751,0.223743228,3.733951251,0.224163009,0.02287806,88.65269216,1.775253495,2.063852875,2.96869064,0.02287806,0.311897221,0,-,0,N
AL-CSP-3,43275,37,AL,33.44136,-85.839517,355.09,0.632587859,0.217871,6.994403,4.788,14.06752066,278.0487729,419.9944505,0.247292121,38.33603264,59.99068141,66.26143423,77.77765693,0.040644052,40.60359121,5.524101999,12.58667929,2.315058248,178.1999969,9.951935768,-1.064838767,3.255609751,0.237190655,2.520518041,0.043869776,0.013433807,91.51739048,1.74240675,1.876115111,1.589387292,0,0.459688084,4,booriae,1,Y
AL-CSP-4,43275,37,AL,33.443868,-85.841426,348.56,0.994197292,0.370204,12.016358,4.161,61.09,248.67774,348.9973398,0.08079287,18.53178424,73.04075504,71.1783758,100.8303593,0.039789238,46.49290366,7.086556238,25.43718158,2.701453557,178.1999969,9.951935768,-1.064838767,3.255609751,0.241044737,2.736875229,0.057481513,0.014265485,91.57853884,1.668851943,1.845911785,1.443750983,0,0.413279488,8,monocytogenes,2,Y
AL-CSP-5,43275,37,AL,33.4517,-85.85,319.69,0.329411765,0.189064,5.262216,4.508,7.37137457,59.97066724,263.2588238,0.058303619,32.28227334,137.3741673,71.51944411,41.49510633,0.01940077,146.1116055,8.4075744,26.8569468,3.740549494,178.1999969,9.951935768,-1.064838767,3.255609751,0.212389083,2.374476373,0.035048396,0.015530427,92.26081044,1.668471554,1.845602371,1.299099235,0.003567801,0.285004323,8,"cossartiae subsp. cossartiae, monocytogenes",2,Y
DE-WC-1,43276,30,DE,39.722096,-75.745168,103.34,0.192918193,0.288831,3.672251,5.275,5.283307985,57.851135,1355.359806,0.07109854,8.458628373,96.65114495,211.2543291,42.34882584,0.018971772,37.74032704,6.322890266,13.18018251,1.681829342,154.7749786,5.593548298,-3.059355021,3.972119808,0.132893574,22.96392559,21.79076715,0.1043414,33.36048589,1.390238936,0.284262084,13.14092807,3.829560318,3.002596988,2,"monocytogenes, welshimeri",2,Y
DE-WC-2,43276,30,DE,39.7226165,-75.7402,79.8,0.264524104,0.226106,2.684072,6.062,5.478362129,43.25033446,1185.319427,0.052598356,4.025649415,103.0838712,352.2144384,24.93368353,0.018751642,32.05288511,3.428690887,10.72059509,0.632305373,154.7749786,5.593548298,-3.059355021,3.972119808,0.164530291,22.31274186,22.34862793,0.062328439,33.59565841,1.057275009,0.283730808,13.05140732,3.819663049,3.304036868,6,welshimeri,2,Y
DE-WC-3,43276,30,DE,39.7191561,-75.743084,103.5,0.091563786,0.053129,0.877639,4.936,2.085601252,144.184828,183.9969245,0.083365073,22.50819547,98.78318829,54.97331113,25.43216587,0.023852619,22.46062634,4.984993192,12.80079206,0.562322939,154.7749786,5.593548298,-3.059355021,3.972119808,0.158387178,23.06243182,23.24515398,0.135101116,32.42217001,1.089410086,0.296005706,12.24448267,4.102123018,3.244734413,6,"monocytogenes, welshimeri",2,Y
DE-WC-4,43276,30,DE,39.7254573,-75.743346,100.53,0.036253776,0.118394,1.393384,6.652,3.3160302,20.50158808,808.426828,0.057920203,1.287299961,154.7886779,233.6193008,12.97787629,0.030222373,36.56257916,2.251674953,5.66106874,0.486551347,154.7749786,5.593548298,-3.059355021,3.972119808,0.126384827,22.47424542,20.99877604,0.049756153,34.34035308,1.087917233,0.280272,14.07931173,3.641226647,2.921756875,0,-,0,Y
DE-WC-5,43276,30,DE,39.7161215,-75.740546,98.69,0.178051512,0.147129,1.745062,5.1,4.477880435,67.77341609,749.2279688,0.125838584,8.874787571,123.9736877,194.7547236,34.32246348,0.022723694,35.94373363,4.389882466,15.76366328,1.762148871,154.7749786,5.593548298,-3.059355021,3.972119808,0.181132804,22.90857726,25.22216579,0.154686995,31.70117915,0.997174916,0.285656717,11.75432263,3.146841405,3.648262342,2,welshimeri,1,Y
CA-LP-1,43277,31,CA,34.503904,-120.220389,165.18,0.031536114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.2250061,15.20225811,3.046451807,3.090903044,20.08413264,2.613095464,1.074464985,0.006968818,24.81194751,37.66920501,13.30474006,0.060185244,0.165562215,0.20969806,0,-,0,N
CA-LP-2,43277,31,CA,34.502428,-120.212838,384.89,0.034550839,0.317794,3.598847,6.881,5.636736075,5.794717338,3683.465149,0,0.902256382,287.1251866,298.7073197,18.10890696,0.023072996,67.83533965,7.256420868,6.81953076,0.54232494,190.2250061,15.20225811,3.046451807,3.090903044,20.91493712,2.280562354,0.949686934,0.006144784,25.79495492,37.0070665,12.58494104,0.060388393,0.190912077,0.210405874,0,-,0,Y
CA-LP-3,43277,31,CA,34.50486,-120.206386,531.1,0.017964072,0.211813,3.951486,5.629,6.102425068,23.40003671,1094.709609,0,2.433353548,201.0221084,280.5710259,44.18738824,0.019737305,48.31345927,4.011977138,5.777148934,0.541711451,190.2250061,15.20225811,3.046451807,3.090903044,19.68406825,2.15893732,0.96363406,0.005490792,27.24319986,36.84744045,12.61594019,0.060187532,0.215196824,0.205904714,0,-,0,Y
CA-LP-4,43277,31,CA,34.503063,-120.201251,631.71,0.019417476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.2250061,15.20225811,3.046451807,3.090903044,20.55801879,2.123960887,0.984589585,0.005505232,25.56206302,38.00113492,12.25210575,0.059287115,0.244347609,0.20898708,0,-,0,N
CA-LP-5,43277,31,CA,34.502117,-120.198113,721.85,0.022330097,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,190.2250061,15.20225811,3.046451807,3.090903044,21.01298343,2.115141671,0.998120959,0.005944988,23.92390416,39.39552215,12.01524465,0.059449876,0.259880888,0.213807234,0,-,0,N
CA-BS-1,43280,21,CA,35.850394,-121.33707,750.85,0.069864442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.7749939,18.17354584,-2.564516068,3.124074459,13.926415,2.123895291,0.091084047,0.00398755,49.9554024,32.07522619,1.592081984,0,0.000419742,0.231487797,0,-,0,N
CA-BS-2,43280,21,CA,35.840997,-121.339278,504.09,0.060544904,0.606156,10.563435,5.876,18.05961175,34.44126271,3646.400374,0,5.503878489,265.0491895,656.5814231,62.54672056,0.031954,81.54608059,11.93316859,12.33945975,1.282715437,170.7749939,18.17354584,-2.564516068,3.124074459,17.75072045,1.892380315,0.098648929,0.006716523,48.4452299,29.97626129,1.582160915,0,0.000419783,0.247461889,0,-,0,Y
CA-BS-3,43280,21,CA,35.835223,-121.34058,427.92,0.038815117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.7749939,18.17354584,-2.564516068,3.124074459,20.05474688,2.217587118,0.099635937,0.006980862,47.38016716,28.35837629,1.556732195,0,0.000423083,0.325350471,0,-,0,N
CA-BS-4,43280,21,CA,35.855379,-121.331376,904.86,0.066801619,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.7749939,18.17354584,-2.564516068,3.124074459,11.14263275,1.952265359,0.075805937,0.005879685,50.00944949,34.42072505,2.087708099,0,0.000419977,0.305113646,0,-,0,N
CA-BS-5,43280,21,CA,35.830067,-121.343056,360.6,0.079314041,0.414445,6.777923,6.298,9.286728625,16.01171878,4193.431442,0,2.075717256,196.4152189,538.2985537,36.76717636,0.026083564,69.08475196,7.341286872,7.187976138,0.842092307,170.7749939,18.17354584,-2.564516068,3.124074459,22.49777354,2.228164183,0.102513065,0.007047773,46.65433662,26.5842006,1.603902331,0,0.000427138,0.321634742,0,-,0,Y
CA-NM-2,43281,21,CA,36.99101,-121.909617,65.46,0.409153953,0.441448,12.365761,5.789,14.89864494,9.941382216,2623.57459,0,3.402356985,120.0530906,359.3942608,54.48172609,0,82.73091181,4.217053594,3.890028359,1.349711126,-,-,-,-,20.86828177,13.17854196,12.63350389,0.12387229,46.50816612,1.936396828,3.841720607,0.143397922,0.467355453,0.298763167,0,-,0,Y
CA-NM-3,43281,21,CA,36.987,-121.90829,31.4,0.211695906,0.322159,7.866873,5.414,9.304422982,11.28404253,3116.907395,0.009355913,4.19943777,264.5027622,736.8059012,29.58318265,0.015379583,68.16914579,15.00231297,8.425533484,2.919044792,-,-,-,-,22.91088602,13.28104339,13.4554598,0.133068595,43.19796997,2.045772239,4.000873131,0.157835306,0.535422692,0.281668856,3,monocytogenes,1,Y
CA-NM-4,43281,21,CA,36.997364,-121.908327,51.63,0.205305652,0.341824,8.648236,6.143,10.55459344,24.64622453,1709.883998,0,6.183286171,301.0752522,213.6748123,24.79949635,0,65.36970307,8.920775282,2.176345085,0.902194722,-,-,-,-,17.26475848,12.75723965,11.22828524,0.119226539,52.25459904,1.808968858,3.70483875,0.132450609,0.427368368,0.302264465,0,-,0,Y
CA-NM-5,43281,21,CA,36.990505,-121.906646,49.9,0.114224138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.68977825,13.13883325,12.01873617,0.125971556,46.76735993,2.049347257,4.235373653,0.158094302,0.530970107,0.285535526,0,-,0,N
PA-BE-1,43282,18,PA,40.9029,-77.2826,516.22,0.31029987,0.209428,8.33653,7.209,6.358235294,11.15785586,42717.77258,0.15349136,7.18742078,94.50022967,250.7544343,57.24530047,0.096227276,45.70500425,11.41519539,36.21016825,2.556704513,136.2250061,0.037742,-9.102902412,4.04028368,0.268203415,3.54372681,0.288560012,0.03210886,86.41711297,0.095696993,0.215318234,3.679927136,4.722310831,0.737034736,6,marthii,2,Y
PA-BE-2,43282,18,PA,40.907,-77.2809,441.96,0.222610723,0.147694,3.058492,4.354,4.736092853,152.9063873,94.06613735,0.107535644,62.83215556,62.91050419,23.14048245,30.88184345,0.02178264,26.53104084,7.295161266,14.42428371,1.712261906,136.2250061,0.037742,-9.102902412,4.04028368,0.247924342,3.577374017,0.29872679,0.031699048,86.45170094,0.086070263,0.202580009,3.633004797,4.709932718,0.760987079,6,booriae,3,Y
PA-BE-3,43282,18,PA,40.9089,-77.2832,461.56,0.217036173,0.164757,2.842733,4.703,6.354980237,103.9139007,379.3888432,0.109912978,47.37339823,40.47235585,35.77441282,46.96495618,0.023158619,26.12934544,4.149825554,11.4627476,1.63191372,136.2250061,0.037742,-9.102902412,4.04028368,0.233171659,3.633784076,0.287529409,0.031691198,86.49577206,0.100740231,0.209665605,3.694228214,4.544433787,0.768983762,6,"booriae, marthii",3,Y
PA-BE-4,43282,18,PA,40.9103,-77.2819,440.48,0.53037037,0.421169,6.967688,7.251,13.12221907,7.161140985,13507.76589,0.171468208,2.802761516,138.4974814,245.2522968,119.8211979,0.042488194,43.66141844,18.09216908,21.528493,1.80420476,136.2250061,0.037742,-9.102902412,4.04028368,0.234473725,3.790203742,0.291360367,0.031696985,86.38520024,0.092152162,0.208654327,3.63633692,4.566465009,0.763456525,8,"booriae, marthii, monocytogenes",3,Y
PA-BE-5,43282,18,PA,40.9163,-77.2842,567.58,1.568578554,1.281289,28.386091,4.283,62.21215938,23.50608443,2267.510683,0.256069969,7.469772066,315.0674342,200.9871522,116.9484323,0.042354306,122.9374701,112.7764637,61.56205337,13.62058938,136.2250061,0.037742,-9.102902412,4.04028368,0.21134594,3.668436628,0.272000336,0.032950658,86.74229227,0.096753206,0.210506433,3.753646609,4.260918841,0.751149075,6,marthii,2,Y
PA-SGL-1,43282,18,PA,40.7805,-77.9518,379.92,0.231651376,0.267086,3.908829,6.211,4.724682779,11.94492504,1963.415098,0.032370361,1.452172795,101.2677521,119.6678158,44.52058938,0.014265644,27.93387669,6.688885799,10.41204447,1.280723307,143.9250031,-0.458709657,-7.840968609,3.984654903,0.062513111,8.034193413,7.231801972,0.133207468,59.11034193,0.3593455,0.310258024,8.641074051,15.99370673,0.123557793,8,monocytogenes,1,Y
PA-SGL-2,43282,18,PA,40.7742,-77.9605,373.28,0.171264368,0.139143,2.343794,7.169,2.560294627,44.02003041,2232.820197,0.050792194,2.559431038,62.11513662,36.62570128,20.51830422,0.015717706,24.5510573,2.936772131,6.12835693,0.241108067,143.9250031,-0.458709657,-7.840968609,3.984654903,0.058999775,7.375601808,6.259855167,0.13248704,60.75486118,0.308436548,0.27484237,8.053574316,16.66544188,0.115899915,8,"monocytogenes, welshimeri",3,Y
PA-SGL-3,43282,18,PA,40.7756,-77.962,376.04,0.235224586,0.0767,1.578831,5.034,2.713925234,229.5257126,253.8711141,0.200507433,20.75125292,36.43258044,19.28408727,43.97782287,0.036851156,27.47800291,5.302429612,15.07849664,0.532505529,143.9250031,-0.458709657,-7.840968609,3.984654903,0.059434678,7.340287681,6.254712246,0.1257999,60.90752342,0.308934313,0.277851867,8.238318356,16.37015833,0.116979206,8,monocytogenes,1,Y
PA-SGL-4,43282,18,PA,40.7761,-77.9585,378.2,0.18045977,0.189464,3.851992,5.047,4.77761035,108.2546846,570.5850633,0.095654985,15.14386045,39.32734769,43.82251686,70.05420494,0.043982839,32.74372416,6.846444061,16.65407889,1.232595993,143.9250031,-0.458709657,-7.840968609,3.984654903,0.058591289,7.55953631,6.552984166,0.13272292,60.33012726,0.321307069,0.2954765,8.180729976,16.45260196,0.11592255,0,-,0,Y
PA-SGL-5,43282,18,PA,40.746,-77.9571,344.76,0.162971175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141.2000122,-0.309354782,-7.842904091,3.970648527,0.081468961,6.449066152,4.588088314,0.1003664,59.00641463,0.291860453,0.255325403,7.168008735,22.01173741,0.047663542,0,-,0,N
MT-DNF-1,43283,3,MT,46.42243,-112.983,2197.82,0.771626298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.97500229,-3.333870888,-13.25322628,3.292322636,0.899912065,0.091502253,0.002308543,0.327183514,72.81375724,19.81926206,5.848588956,0.038825497,0,0.15865987,0,-,0,N
MT-DNF-2,43283,3,MT,46.42363,-112.97633,2132.95,0.513473054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.97500229,-3.333870888,-13.25322628,3.292322636,0.773524269,0.154494942,0.003778409,0.315916967,72.39284537,19.30703981,6.676028724,0.150926445,0,0.225445065,0,-,0,N
MT-DNF-3,43283,3,MT,46.42367,-112.96903,2057,1.491442543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.97500229,-3.333870888,-13.25322628,3.292322636,0.676477445,0.173477296,0.005460544,0.282688184,71.56778531,18.93401772,7.787576421,0.251185043,0.015331529,0.306000508,0,-,0,N
MT-DNF-4,43283,3,MT,46.42322,-112.96255,1973.55,0.532942899,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.97500229,-3.333870888,-13.25322628,3.292322636,0.89517341,0.210098144,0.008605418,0.253335124,70.20321381,18.87588048,8.8658898,0.344216739,0.018470166,0.325116908,0,-,0,N
MT-DNF-5,43283,3,MT,46.42625,-112.95333,1958.95,0.481012658,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.97500229,-3.333870888,-13.25322628,3.292322636,1.584036638,0.293845408,0.011543927,0.201703884,68.12637871,18.36344899,10.49678764,0.520316262,0.047854824,0.354083717,0,-,0,N
OK-LW-1,43287,26,OK,35.0526643,-97.2123715,349.68,0.20045045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.94999695,9.779356003,-1.668064475,3.721757889,0.402689073,4.166509202,0.500317028,0.000419905,50.14948625,1.151170066,32.76415185,10.05001071,0.773045446,0.042200471,0,-,0,N
OK-LW-2,43287,26,OK,35.0510646,-97.208351,366.37,0.150622877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.94999695,9.779356003,-1.668064475,3.721757889,0.402852506,4.020967644,0.487243704,0.000419857,51.46876371,1.181896619,32.04367349,9.583649101,0.768337766,0.042195599,0,-,0,N
OK-LW-3,43287,26,OK,35.0530106,-97.204708,357.62,0.196796339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.94999695,9.779356003,-1.668064475,3.721757889,0.40353905,3.935240591,0.478494014,0.000419916,53.24930819,1.226993865,31.12100713,8.801434432,0.633023016,0.150539802,0,-,0,N
OK-LW-4,43287,26,OK,35.0545566,-97.200844,353.72,0.155434783,0.126685,1.998187,6.754,2.781133603,5.009503543,1988.762255,0.075485247,2.115246354,53.30045701,115.8331919,38.39343286,0.027593022,41.68823267,7.71682283,10.15133782,0.932682744,33.94999695,9.779356003,-1.668064475,3.721757889,0.36988599,3.894299095,0.470229636,0.000419848,54.5084316,1.288513172,30.52567055,8.196480415,0.520191535,0.225878164,0,-,0,Y
OK-LW-5,43287,26,OK,35.057276,-97.197796,339.38,0.043607532,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.94999695,9.779356003,-1.668064475,3.721757889,0.451011996,3.80621385,0.448703419,0.000419741,55.60186701,1.330999572,30.06795611,7.423544127,0.501171078,0.368113095,0,-,0,N
UT-SL-1,43288,11,UT,40.5658988,-111.7976207,1724.77,0.006923838,0.144577,1.91317,6.303,2.15,8.422453803,948.2642389,0.122673103,1.592219419,96.12793221,86.47782704,15.25847863,0.000498515,47.44139723,9.504308629,5.805823855,1.596399278,41.29999924,0.089677431,-10.93741894,2.588432312,0.114007609,7.151195505,34.60351387,1.398955245,35.10783482,19.15012891,0.767399283,0.863770356,0.22927497,0.613919426,0,-,0,Y
UT-SL-3,43288,11,UT,40.564617,-111.794612,1695.76,0.58125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.29999924,0.089677431,-10.93741894,2.588432312,0.285643527,6.610727268,32.09029777,1.509440298,37.6810195,19.41326595,0.875399817,0.742337366,0.228346919,0.56352158,0,-,0,N
